,County|Prec,Type,Context
1220,GASTON|33,PERFECT_MATCH,GASTON|33
1221,GASTON|10,PERFECT_MATCH,GASTON|10
1222,GASTON|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1223,GASTON|46,PERFECT_MATCH,GASTON|46
1224,GASTON|43,PERFECT_MATCH,GASTON|43
1225,GASTON|25,PERFECT_MATCH,GASTON|25
1226,GASTON|39,PERFECT_MATCH,GASTON|39
1227,GASTON|38,PERFECT_MATCH,GASTON|38
1228,GASTON|20,PERFECT_MATCH,GASTON|20
1229,GASTON|01,PERFECT_MATCH,GASTON|01
1230,GASTON|34,PERFECT_MATCH,GASTON|34
1231,GASTON|35,PERFECT_MATCH,GASTON|35
1232,GASTON|32,PERFECT_MATCH,GASTON|32
1233,GASTON|19,PERFECT_MATCH,GASTON|19
1234,GASTON|16,PERFECT_MATCH,GASTON|16
1235,GASTON|14,PERFECT_MATCH,GASTON|14
1236,GASTON|OS.LIB,COUNTY_LEVEL,OS.LIB
1237,GASTON|44,PERFECT_MATCH,GASTON|44
1238,GASTON|05,PERFECT_MATCH,GASTON|05
1239,GASTON|02,PERFECT_MATCH,GASTON|02
1240,GASTON|22,PERFECT_MATCH,GASTON|22
1241,GASTON|29,PERFECT_MATCH,GASTON|29
1242,GASTON|08,PERFECT_MATCH,GASTON|08
1243,GASTON|11,PERFECT_MATCH,GASTON|11
1244,GASTON|42,PERFECT_MATCH,GASTON|42
1245,GASTON|18,PERFECT_MATCH,GASTON|18
1246,GASTON|37,PERFECT_MATCH,GASTON|37
1247,GASTON|30,PERFECT_MATCH,GASTON|30
1248,GASTON|31,PERFECT_MATCH,GASTON|31
1249,GASTON|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1250,GASTON|OS.BOE,COUNTY_LEVEL,OS.BOE
1251,GASTON|21,PERFECT_MATCH,GASTON|21
1252,GATES|2,PERFECT_MATCH,GATES|2
1253,GATES|3,PERFECT_MATCH,GATES|3
1254,GATES|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1255,GATES|1,PERFECT_MATCH,GATES|1
1256,GATES|5,PERFECT_MATCH,GATES|5
1257,GATES|4S,PERFECT_MATCH,GATES|4S
1258,GATES|4N,PERFECT_MATCH,GATES|4N
1259,GRAHAM|EAST,PERFECT_MATCH,GRAHAM|EAST
1260,GRAHAM|STEC,PERFECT_MATCH,GRAHAM|STEC
1261,GRAHAM|WEST,PERFECT_MATCH,GRAHAM|WEST
1262,GRAHAM|TAPO,PERFECT_MATCH,GRAHAM|TAPO
1263,FRANKLIN|07,PERFECT_MATCH,FRANKLIN|07
1264,FRANKLIN|16,PERFECT_MATCH,FRANKLIN|16
1265,FRANKLIN|19,PERFECT_MATCH,FRANKLIN|19
1266,FRANKLIN|01,PERFECT_MATCH,FRANKLIN|01
1267,FRANKLIN|18,PERFECT_MATCH,FRANKLIN|18
1268,FRANKLIN|13,PERFECT_MATCH,FRANKLIN|13
1269,FRANKLIN|06,PERFECT_MATCH,FRANKLIN|06
1270,FRANKLIN|09,PERFECT_MATCH,FRANKLIN|09
1271,FRANKLIN|10,PERFECT_MATCH,FRANKLIN|10
1272,FRANKLIN|08,PERFECT_MATCH,FRANKLIN|08
1273,FRANKLIN|05,PERFECT_MATCH,FRANKLIN|05
1274,FRANKLIN|02,PERFECT_MATCH,FRANKLIN|02
1275,FRANKLIN|11,PERFECT_MATCH,FRANKLIN|11
1276,FRANKLIN|14,PERFECT_MATCH,FRANKLIN|14
1277,FRANKLIN|17,PERFECT_MATCH,FRANKLIN|17
1278,FRANKLIN|15,PERFECT_MATCH,FRANKLIN|15
1279,FRANKLIN|12,PERFECT_MATCH,FRANKLIN|12
1280,FRANKLIN|03,PERFECT_MATCH,FRANKLIN|03
1281,GREENE|CAST,PERFECT_MATCH,GREENE|CAST
1282,GREENE|BEAR,PERFECT_MATCH,GREENE|BEAR
1283,GREENE|HOOK,PERFECT_MATCH,GREENE|HOOK
1284,GREENE|BULL,PERFECT_MATCH,GREENE|BULL
1285,GREENE|WALS,PERFECT_MATCH,GREENE|WALS
1286,GREENE|MAUR,PERFECT_MATCH,GREENE|MAUR
1287,GREENE|ONE.STOP,COUNTY_LEVEL,ONE.STOP
1288,GREENE|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1289,GREENE|SHIN,PERFECT_MATCH,GREENE|SHIN
1290,GREENE|SUGG,PERFECT_MATCH,GREENE|SUGG
1291,GREENE|SH.1,PERFECT_MATCH,GREENE|SH.1
1292,GREENE|ARBA,PERFECT_MATCH,GREENE|ARBA
1293,GREENE|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1294,HARNETT|PR31,PERFECT_MATCH,HARNETT|PR31
1295,HARNETT|OS.LOBBY,COUNTY_LEVEL,OS.LOBBY
1296,HARNETT|PR28,PERFECT_MATCH,HARNETT|PR28
1297,HARNETT|PR16,PERFECT_MATCH,HARNETT|PR16
1298,HARNETT|OS.ERWIN,COUNTY_LEVEL,OS.ERWIN
1299,HARNETT|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1300,HARNETT|PR20,PERFECT_MATCH,HARNETT|PR20
1301,HARNETT|PR23,PERFECT_MATCH,HARNETT|PR23
1302,HARNETT|PR07,PERFECT_MATCH,HARNETT|PR07
1303,HARNETT|PR25,PERFECT_MATCH,HARNETT|PR25
1304,HARNETT|OS.ANGIER,COUNTY_LEVEL,OS.ANGIER
1305,HARNETT|PR32,PERFECT_MATCH,HARNETT|PR32
1306,HARNETT|PR26,PERFECT_MATCH,HARNETT|PR26
1307,HARNETT|PR29,PERFECT_MATCH,HARNETT|PR29
1308,HARNETT|PR24,PERFECT_MATCH,HARNETT|PR24
1309,HARNETT|OS.ANDERSON,COUNTY_LEVEL,OS.ANDERSON
1310,HARNETT|OS.WESTERN,COUNTY_LEVEL,OS.WESTERN
1311,HARNETT|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1312,HARNETT|PR08,PERFECT_MATCH,HARNETT|PR08
1313,HARNETT|PR01,PERFECT_MATCH,HARNETT|PR01
1314,HENDERSON|CB,PERFECT_MATCH,HENDERSON|CB
1315,HENDERSON|PR,PERFECT_MATCH,HENDERSON|PR
1316,HENDERSON|ED,PERFECT_MATCH,HENDERSON|ED
1317,HENDERSON|HS,PERFECT_MATCH,HENDERSON|HS
1318,HENDERSON|NW,PERFECT_MATCH,HENDERSON|NW
1319,HENDERSON|FR,PERFECT_MATCH,HENDERSON|FR
1320,HENDERSON|BC,PERFECT_MATCH,HENDERSON|BC
1321,HENDERSON|RR,PERFECT_MATCH,HENDERSON|RR
1322,HENDERSON|SM,PERFECT_MATCH,HENDERSON|SM
1323,HENDERSON|HC,PERFECT_MATCH,HENDERSON|HC
1324,HENDERSON|EV,PERFECT_MATCH,HENDERSON|EV
1325,HENDERSON|NE,PERFECT_MATCH,HENDERSON|NE
1326,HENDERSON|RG,PERFECT_MATCH,HENDERSON|RG
1327,HENDERSON|HV.3,PERFECT_MATCH,HENDERSON|HV.3
1328,HENDERSON|FL,PERFECT_MATCH,HENDERSON|FL
1329,HENDERSON|LJ,PERFECT_MATCH,HENDERSON|LJ
1330,HENDERSON|CV,PERFECT_MATCH,HENDERSON|CV
1331,HENDERSON|AR,PERFECT_MATCH,HENDERSON|AR
1332,HENDERSON|GR,PERFECT_MATCH,HENDERSON|GR
1333,HENDERSON|MG,PERFECT_MATCH,HENDERSON|MG
1334,HENDERSON|EF,PERFECT_MATCH,HENDERSON|EF
1335,HENDERSON|CC,PERFECT_MATCH,HENDERSON|CC
1336,HENDERSON|NM,PERFECT_MATCH,HENDERSON|NM
1337,HENDERSON|PV,PERFECT_MATCH,HENDERSON|PV
1338,HENDERSON|SB,PERFECT_MATCH,HENDERSON|SB
1339,HENDERSON|BK,PERFECT_MATCH,HENDERSON|BK
1340,HENDERSON|AT,PERFECT_MATCH,HENDERSON|AT
1341,HENDERSON|HV.1,PERFECT_MATCH,HENDERSON|HV.1
1342,HENDERSON|HV.2,PERFECT_MATCH,HENDERSON|HV.2
1343,HENDERSON|LP,PERFECT_MATCH,HENDERSON|LP
1344,HENDERSON|SW,PERFECT_MATCH,HENDERSON|SW
1345,HENDERSON|ES,PERFECT_MATCH,HENDERSON|ES
1346,HENDERSON|SE,PERFECT_MATCH,HENDERSON|SE
1347,HENDERSON|GM,PERFECT_MATCH,HENDERSON|GM
1348,HENDERSON|NB,PERFECT_MATCH,HENDERSON|NB
1349,HOKE|62,PERFECT_MATCH,HOKE|62
1350,HOKE|01,PERFECT_MATCH,HOKE|01
1351,HOKE|04,PERFECT_MATCH,HOKE|04
1352,HOKE|63,PERFECT_MATCH,HOKE|63
1353,HOKE|15,PERFECT_MATCH,HOKE|15
1354,HOKE|12,PERFECT_MATCH,HOKE|12
1355,HOKE|06B,PERFECT_MATCH,HOKE|06B
1356,HOKE|03,PERFECT_MATCH,HOKE|03
1357,HOKE|61,PERFECT_MATCH,HOKE|61
1358,HOKE|13,PERFECT_MATCH,HOKE|13
1359,HOKE|05,PERFECT_MATCH,HOKE|05
1360,HOKE|02,PERFECT_MATCH,HOKE|02
1361,HOKE|64,PERFECT_MATCH,HOKE|64
1362,HOKE|65,PERFECT_MATCH,HOKE|65
1363,HOKE|14,PERFECT_MATCH,HOKE|14
1364,HYDE|SLAD,PERFECT_MATCH,HYDE|SLAD
1365,HYDE|OCK,PERFECT_MATCH,HYDE|OCK
1366,HYDE|BM,PERFECT_MATCH,HYDE|BM
1367,HYDE|OS.OCK,COUNTY_LEVEL,OS.OCK
1368,HYDE|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1369,HYDE|ENG,PERFECT_MATCH,HYDE|ENG
1370,HYDE|LL,PERFECT_MATCH,HYDE|LL
1371,HYDE|OS.BOE,COUNTY_LEVEL,OS.BOE
1372,HYDE|FF,PERFECT_MATCH,HYDE|FF
1373,HYDE|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1374,HYDE|SQ,PERFECT_MATCH,HYDE|SQ
1375,JACKSON|CFK,PERFECT_MATCH,JACKSON|CFK
1376,JACKSON|SCC,PERFECT_MATCH,JACKSON|SCC
1377,JACKSON|CUL,PERFECT_MATCH,JACKSON|CUL
1378,JACKSON|CAN,PERFECT_MATCH,JACKSON|CAN
1379,JACKSON|WEB,PERFECT_MATCH,JACKSON|WEB
1380,JACKSON|CURBSIDE,COUNTY_LEVEL,CURBSIDE
1381,JACKSON|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1382,JACKSON|SND,PERFECT_MATCH,JACKSON|SND
1383,JACKSON|RIV,PERFECT_MATCH,JACKSON|RIV
1384,JACKSON|CAS,PERFECT_MATCH,JACKSON|CAS
1385,JACKSON|GLV,PERFECT_MATCH,JACKSON|GLV
1386,JACKSON|SAV,PERFECT_MATCH,JACKSON|SAV
1387,JACKSON|QUA,PERFECT_MATCH,JACKSON|QUA
1388,JACKSON|GCK,PERFECT_MATCH,JACKSON|GCK
1389,JACKSON|BCK,PERFECT_MATCH,JACKSON|BCK
1390,JACKSON|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1391,JACKSON|SSW,PERFECT_MATCH,JACKSON|SSW
1392,LENOIR|K4,PERFECT_MATCH,LENOIR|K4
1393,LENOIR|K9,PERFECT_MATCH,LENOIR|K9
1394,LENOIR|T1,PERFECT_MATCH,LENOIR|T1
1395,LENOIR|V,PERFECT_MATCH,LENOIR|V
1396,LENOIR|MH,PERFECT_MATCH,LENOIR|MH
1397,LENOIR|I,PERFECT_MATCH,LENOIR|I
1398,LENOIR|PH2,PERFECT_MATCH,LENOIR|PH2
1399,LENOIR|K1,PERFECT_MATCH,LENOIR|K1
1400,LENOIR|K7,PERFECT_MATCH,LENOIR|K7
1401,LENOIR|PH1,PERFECT_MATCH,LENOIR|PH1
1402,LENOIR|SW,PERFECT_MATCH,LENOIR|SW
1403,LENOIR|K5,PERFECT_MATCH,LENOIR|K5
1404,LENOIR|W,PERFECT_MATCH,LENOIR|W
1405,LENOIR|C,PERFECT_MATCH,LENOIR|C
1406,LENOIR|N,PERFECT_MATCH,LENOIR|N
1407,LENOIR|SH,PERFECT_MATCH,LENOIR|SH
1408,LENOIR|FC,PERFECT_MATCH,LENOIR|FC
1409,LENOIR|T2,PERFECT_MATCH,LENOIR|T2
1410,LENOIR|K3,PERFECT_MATCH,LENOIR|K3
1411,LENOIR|K6,PERFECT_MATCH,LENOIR|K6
1412,LENOIR|K8,PERFECT_MATCH,LENOIR|K8
1413,LENOIR|K2,PERFECT_MATCH,LENOIR|K2
1414,MACON|01,PERFECT_MATCH,MACON|01
1415,MACON|14,PERFECT_MATCH,MACON|14
1416,MACON|11,PERFECT_MATCH,MACON|11
1417,MACON|15,PERFECT_MATCH,MACON|15
1418,MACON|12,PERFECT_MATCH,MACON|12
1419,MACON|07,PERFECT_MATCH,MACON|07
1420,MACON|04,PERFECT_MATCH,MACON|04
1421,MACON|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1422,MACON|OS.BOE,COUNTY_LEVEL,OS.BOE
1423,MACON|10,PERFECT_MATCH,MACON|10
1424,MACON|03,PERFECT_MATCH,MACON|03
1425,MACON|06,PERFECT_MATCH,MACON|06
1426,MACON|09,PERFECT_MATCH,MACON|09
1427,MACON|02,PERFECT_MATCH,MACON|02
1428,MACON|05,PERFECT_MATCH,MACON|05
1429,MACON|OS.HOS,COUNTY_LEVEL,OS.HOS
1430,MACON|13,PERFECT_MATCH,MACON|13
1431,MACON|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1432,MACON|08,PERFECT_MATCH,MACON|08
1433,MACON|TRANSFER,COUNTY_LEVEL,TRANSFER
1434,MCDOWELL|MAR.4,PERFECT_MATCH,MCDOWELL|MAR.4
1435,MCDOWELL|FORT.1,PERFECT_MATCH,MCDOWELL|FORT.1
1436,MCDOWELL|GLENWD,PERFECT_MATCH,MCDOWELL|GLENWD
1437,MCDOWELL|N.COVE,PERFECT_MATCH,MCDOWELL|N.COVE
1438,MCDOWELL|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1439,MCDOWELL|WEST.M,PERFECT_MATCH,MCDOWELL|WEST.M
1440,MCDOWELL|OS.OLD.FORT.LIBRARY,COUNTY_LEVEL,OS.OLD.FORT.LIBRARY
1441,MCDOWELL|CCREEK,PERFECT_MATCH,MCDOWELL|CCREEK
1442,MCDOWELL|NEBO,PERFECT_MATCH,MCDOWELL|NEBO
1443,MCDOWELL|T.COVE,PERFECT_MATCH,MCDOWELL|T.COVE
1444,MCDOWELL|OS.COMMISSIONERS.BOARD.RM,COUNTY_LEVEL,OS.COMMISSIONERS.BOARD.RM
1445,MCDOWELL|HIGGIN,PERFECT_MATCH,MCDOWELL|HIGGIN
1446,MCDOWELL|DYSART,PERFECT_MATCH,MCDOWELL|DYSART
1447,MCDOWELL|FORT.2,PERFECT_MATCH,MCDOWELL|FORT.2
1448,MCDOWELL|MAR.1,PERFECT_MATCH,MCDOWELL|MAR.1
1449,MCDOWELL|PLEASA,PERFECT_MATCH,MCDOWELL|PLEASA
1450,MCDOWELL|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1451,MCDOWELL|MAR.2,PERFECT_MATCH,MCDOWELL|MAR.2
1452,MCDOWELL|MAR.5,PERFECT_MATCH,MCDOWELL|MAR.5
1453,MCDOWELL|MAR.3,PERFECT_MATCH,MCDOWELL|MAR.3
1454,MCDOWELL|M.COVE,PERFECT_MATCH,MCDOWELL|M.COVE
1455,LEE|C2,PERFECT_MATCH,LEE|C2
1456,LEE|E2,PERFECT_MATCH,LEE|E2
1457,LEE|B2,PERFECT_MATCH,LEE|B2
1458,LEE|D2,PERFECT_MATCH,LEE|D2
1459,LEE|A1,PERFECT_MATCH,LEE|A1
1460,LEE|A2,PERFECT_MATCH,LEE|A2
1461,LEE|C1,PERFECT_MATCH,LEE|C1
1462,LEE|E1,PERFECT_MATCH,LEE|E1
1463,LEE|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1464,LEE|D1,PERFECT_MATCH,LEE|D1
1465,LEE|B1,PERFECT_MATCH,LEE|B1
1466,LEE|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1467,LEE|ONE.STOP.PAPER,COUNTY_LEVEL,ONE.STOP.PAPER
1468,LINCOLN|OS.EAST,COUNTY_LEVEL,OS.EAST
1469,LINCOLN|LN11,PERFECT_MATCH,LINCOLN|LN11
1470,LINCOLN|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1471,LINCOLN|LI14,PERFECT_MATCH,LINCOLN|LI14
1472,LINCOLN|OS.LINCOLN,COUNTY_LEVEL,OS.LINCOLN
1473,LINCOLN|LW18,PERFECT_MATCH,LINCOLN|LW18
1474,LINCOLN|IS20,PERFECT_MATCH,LINCOLN|IS20
1475,LINCOLN|DV08,PERFECT_MATCH,LINCOLN|DV08
1476,LINCOLN|DW28,PERFECT_MATCH,LINCOLN|DW28
1477,LINCOLN|LS12,PERFECT_MATCH,LINCOLN|LS12
1478,LINCOLN|TA37,PERFECT_MATCH,LINCOLN|TA37
1479,LINCOLN|WP32,PERFECT_MATCH,LINCOLN|WP32
1480,LINCOLN|AS25,PERFECT_MATCH,LINCOLN|AS25
1481,LINCOLN|PC22,PERFECT_MATCH,LINCOLN|PC22
1482,LINCOLN|LW31,PERFECT_MATCH,LINCOLN|LW31
1483,LINCOLN|LB34,PERFECT_MATCH,LINCOLN|LB34
1484,LINCOLN|DN29,PERFECT_MATCH,LINCOLN|DN29
1485,LINCOLN|CF19,PERFECT_MATCH,LINCOLN|CF19
1486,LINCOLN|BC13,PERFECT_MATCH,LINCOLN|BC13
1487,LINCOLN|OB21,PERFECT_MATCH,LINCOLN|OB21
1488,LINCOLN|IS23,PERFECT_MATCH,LINCOLN|IS23
1489,LINCOLN|OS.WEST,COUNTY_LEVEL,OS.WEST
1490,LINCOLN|HC33,PERFECT_MATCH,LINCOLN|HC33
1491,LINCOLN|SL24,PERFECT_MATCH,LINCOLN|SL24
1492,LINCOLN|ST36,PERFECT_MATCH,LINCOLN|ST36
1493,LINCOLN|BS26,PERFECT_MATCH,LINCOLN|BS26
1494,LINCOLN|NB35,PERFECT_MATCH,LINCOLN|NB35
1495,LINCOLN|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1496,HALIFAX|HOL,PERFECT_MATCH,HALIFAX|HOL
1497,HALIFAX|ENF.2,PERFECT_MATCH,HALIFAX|ENF.2
1498,HALIFAX|RINGW,PERFECT_MATCH,HALIFAX|RINGW
1499,HALIFAX|SN,PERFECT_MATCH,HALIFAX|SN
1500,HALIFAX|RR.8,,
1501,HALIFAX|WEL.3,PERFECT_MATCH,HALIFAX|WEL.3
1502,HALIFAX|RR1.2,PERFECT_MATCH,HALIFAX|RR1.2
1503,HALIFAX|CONC,PERFECT_MATCH,HALIFAX|CONC
1504,HALIFAX|OS.SCOTLAND.NECK,COUNTY_LEVEL,OS.SCOTLAND.NECK
1505,HALIFAX|RR.4,PERFECT_MATCH,HALIFAX|RR.4
1506,HALIFAX|RR.7,PERFECT_MATCH,HALIFAX|RR.7
1507,HALIFAX|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1508,HALIFAX|ABSENTEE,COUNTY_LEVEL,ABSENTEE
1509,HALIFAX|RR.5,PERFECT_MATCH,HALIFAX|RR.5
1510,HALIFAX|LIT.1,PERFECT_MATCH,HALIFAX|LIT.1
1511,HALIFAX|WEL.2,,
1512,HALIFAX|ENF1,PERFECT_MATCH,HALIFAX|ENF1
1513,HALIFAX|BUTWD,PERFECT_MATCH,HALIFAX|BUTWD
1514,HALIFAX|RR.11,PERFECT_MATCH,HALIFAX|RR.11
1515,HALIFAX|OS.ROANOKE.RAPIDS,COUNTY_LEVEL,OS.ROANOKE.RAPIDS
1516,HALIFAX|FAUCT,PERFECT_MATCH,HALIFAX|FAUCT
1517,HALIFAX|HAL,PERFECT_MATCH,HALIFAX|HAL
1518,HALIFAX|WEL.1,,
1519,HALIFAX|RR.6,,
1520,HALIFAX|RR.9,PERFECT_MATCH,HALIFAX|RR.9
1521,HALIFAX|RR.3,PERFECT_MATCH,HALIFAX|RR.3
1522,HALIFAX|RR.10,PERFECT_MATCH,HALIFAX|RR.10
1523,HALIFAX|OS.LITTLETON,COUNTY_LEVEL,OS.LITTLETON
1524,HALIFAX|HPR,PERFECT_MATCH,HALIFAX|HPR
1525,HALIFAX|OS.RINGWOOD,COUNTY_LEVEL,OS.RINGWOOD
1526,HALIFAX|LIT.2,PERFECT_MATCH,HALIFAX|LIT.2
1527,HALIFAX|OS.HALIFAX,COUNTY_LEVEL,OS.HALIFAX
1528,HAYWOOD|BE.3,PERFECT_MATCH,HAYWOOD|BE.3
1529,HAYWOOD|JC,PERFECT_MATCH,HAYWOOD|JC
1530,HAYWOOD|P,PERFECT_MATCH,HAYWOOD|P
1531,HAYWOOD|AC,PERFECT_MATCH,HAYWOOD|AC
1532,HAYWOOD|WC,PERFECT_MATCH,HAYWOOD|WC
1533,HAYWOOD|ID,PERFECT_MATCH,HAYWOOD|ID
1534,HAYWOOD|IH,PERFECT_MATCH,HAYWOOD|IH
1535,HAYWOOD|BE.7,PERFECT_MATCH,HAYWOOD|BE.7
1536,HAYWOOD|BC,PERFECT_MATCH,HAYWOOD|BC
1537,HAYWOOD|BE.2,PERFECT_MATCH,HAYWOOD|BE.2
1538,HAYWOOD|FC.2,PERFECT_MATCH,HAYWOOD|FC.2
1539,HAYWOOD|SA,PERFECT_MATCH,HAYWOOD|SA
1540,HAYWOOD|WS.2,PERFECT_MATCH,HAYWOOD|WS.2
1541,HAYWOOD|WS.1,PERFECT_MATCH,HAYWOOD|WS.1
1542,HAYWOOD|CR,PERFECT_MATCH,HAYWOOD|CR
1543,HAYWOOD|CL.N,PERFECT_MATCH,HAYWOOD|CL.N
1544,HAYWOOD|HA,PERFECT_MATCH,HAYWOOD|HA
1545,HAYWOOD|CL.S,PERFECT_MATCH,HAYWOOD|CL.S
1546,HAYWOOD|WW,PERFECT_MATCH,HAYWOOD|WW
1547,HAYWOOD|PC,PERFECT_MATCH,HAYWOOD|PC
1548,HAYWOOD|BE.4,PERFECT_MATCH,HAYWOOD|BE.4
1549,HAYWOOD|BE.1,PERFECT_MATCH,HAYWOOD|BE.1
1550,HAYWOOD|EF,PERFECT_MATCH,HAYWOOD|EF
1551,HAYWOOD|FC.1,PERFECT_MATCH,HAYWOOD|FC.1
1552,HAYWOOD|BE56,PERFECT_MATCH,HAYWOOD|BE56
1553,HAYWOOD|LJ,PERFECT_MATCH,HAYWOOD|LJ
1554,HAYWOOD|WE,PERFECT_MATCH,HAYWOOD|WE
1555,HAYWOOD|WO,PERFECT_MATCH,HAYWOOD|WO
1556,HAYWOOD|CE,PERFECT_MATCH,HAYWOOD|CE
1557,HERTFORD|M2,PERFECT_MATCH,HERTFORD|M2
1558,HERTFORD|HV,PERFECT_MATCH,HERTFORD|HV
1559,HERTFORD|CO,PERFECT_MATCH,HERTFORD|CO
1560,HERTFORD|UN,PERFECT_MATCH,HERTFORD|UN
1561,HERTFORD|OS.AHOSKIE,COUNTY_LEVEL,OS.AHOSKIE
1562,HERTFORD|SJ,PERFECT_MATCH,HERTFORD|SJ
1563,HERTFORD|OS.MBORO,COUNTY_LEVEL,OS.MBORO
1564,HERTFORD|CM,PERFECT_MATCH,HERTFORD|CM
1565,HERTFORD|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
1566,HERTFORD|A1,PERFECT_MATCH,HERTFORD|A1
1567,HERTFORD|A2,PERFECT_MATCH,HERTFORD|A2
1568,HERTFORD|OS.BOE,COUNTY_LEVEL,OS.BOE
1569,HERTFORD|A3,PERFECT_MATCH,HERTFORD|A3
1570,HERTFORD|BR,PERFECT_MATCH,HERTFORD|BR
1571,HERTFORD|M1,PERFECT_MATCH,HERTFORD|M1
1572,HERTFORD|WN,PERFECT_MATCH,HERTFORD|WN
1573,HERTFORD|ML,PERFECT_MATCH,HERTFORD|ML
1574,HERTFORD|ABSENTEE.BY.MAIL,COUNTY_LEVEL,ABSENTEE.BY.MAIL
1575,IREDELL|ST2,PERFECT_MATCH,IREDELL|ST2
1576,IREDELL|ST5,PERFECT_MATCH,IREDELL|ST5
1577,IREDELL|DV1.B,PERFECT_MATCH,IREDELL|DV1.B
1578,IREDELL|CC3,PERFECT_MATCH,IREDELL|CC3
1579,IREDELL|CH.B,PERFECT_MATCH,IREDELL|CH.B
1580,IREDELL|BA,PERFECT_MATCH,IREDELL|BA
1581,IREDELL|ST4,PERFECT_MATCH,IREDELL|ST4
1582,IREDELL|ST1,PERFECT_MATCH,IREDELL|ST1
1583,IREDELL|SB,PERFECT_MATCH,IREDELL|SB
1584,IREDELL|FT,PERFECT_MATCH,IREDELL|FT
1585,IREDELL|OL,PERFECT_MATCH,IREDELL|OL
1586,IREDELL|CC1,PERFECT_MATCH,IREDELL|CC1
1587,IREDELL|DV2.A,PERFECT_MATCH,IREDELL|DV2.A
1588,IREDELL|SH.A,PERFECT_MATCH,IREDELL|SH.A
1589,IREDELL|ST3,PERFECT_MATCH,IREDELL|ST3
1590,IREDELL|UG,PERFECT_MATCH,IREDELL|UG
1591,IREDELL|CS,PERFECT_MATCH,IREDELL|CS
1592,IREDELL|CD,PERFECT_MATCH,IREDELL|CD
1593,IREDELL|SH.B,PERFECT_MATCH,IREDELL|SH.B
1594,IREDELL|CC2,PERFECT_MATCH,IREDELL|CC2
1595,IREDELL|DV1.A,PERFECT_MATCH,IREDELL|DV1.A
1596,IREDELL|BE,PERFECT_MATCH,IREDELL|BE
1597,IREDELL|TB,PERFECT_MATCH,IREDELL|TB
1598,IREDELL|NH,PERFECT_MATCH,IREDELL|NH
1599,IREDELL|CH.A,PERFECT_MATCH,IREDELL|CH.A
1600,IREDELL|EM,PERFECT_MATCH,IREDELL|EM
1601,IREDELL|CC4,PERFECT_MATCH,IREDELL|CC4
1602,IREDELL|ST6,PERFECT_MATCH,IREDELL|ST6
1603,IREDELL|DV2.B,PERFECT_MATCH,IREDELL|DV2.B
1604,JOHNSTON|PR30,PERFECT_MATCH,JOHNSTON|PR30
1605,JOHNSTON|PR04,PERFECT_MATCH,JOHNSTON|PR04
1606,JOHNSTON|PR10A,PERFECT_MATCH,JOHNSTON|PR10A
1607,JOHNSTON|PR07,PERFECT_MATCH,JOHNSTON|PR07
1608,JOHNSTON|PR09,PERFECT_MATCH,JOHNSTON|PR09
1609,JOHNSTON|PR27B,PERFECT_MATCH,JOHNSTON|PR27B
1610,JOHNSTON|PR28,PERFECT_MATCH,JOHNSTON|PR28
1611,JOHNSTON|PR36,PERFECT_MATCH,JOHNSTON|PR36
1612,JOHNSTON|PR37,PERFECT_MATCH,JOHNSTON|PR37
1613,JOHNSTON|PR31A,PERFECT_MATCH,JOHNSTON|PR31A
1614,JOHNSTON|PR25,PERFECT_MATCH,JOHNSTON|PR25
1615,JOHNSTON|PR20,PERFECT_MATCH,JOHNSTON|PR20
1616,JOHNSTON|PR22,PERFECT_MATCH,JOHNSTON|PR22
1617,JOHNSTON|PR31B,PERFECT_MATCH,JOHNSTON|PR31B
1618,JOHNSTON|PR34,PERFECT_MATCH,JOHNSTON|PR34
1619,JOHNSTON|PR12B,PERFECT_MATCH,JOHNSTON|PR12B
1620,JOHNSTON|PR35,PERFECT_MATCH,JOHNSTON|PR35
1621,JOHNSTON|PR27A,PERFECT_MATCH,JOHNSTON|PR27A
1622,JOHNSTON|PR14,PERFECT_MATCH,JOHNSTON|PR14
1623,JOHNSTON|PR23A,PERFECT_MATCH,JOHNSTON|PR23A
1624,JOHNSTON|PR11A,PERFECT_MATCH,JOHNSTON|PR11A
1625,JOHNSTON|PR29A,PERFECT_MATCH,JOHNSTON|PR29A
