,County|Prec,Type,Context
2678,WAKE|05.05,PERFECT_MATCH,WAKE|05.05
2679,WAKE|OSNR,COUNTY_LEVEL,OSNR
2680,WAKE|20.05,PERFECT_MATCH,WAKE|20.05
2681,WAKE|17.11,PERFECT_MATCH,WAKE|17.11
2682,WAKE|19.04,PERFECT_MATCH,WAKE|19.04
2683,WAKE|12.05,PERFECT_MATCH,WAKE|12.05
2684,WAKE|14.01,PERFECT_MATCH,WAKE|14.01
2685,WAKE|16.03,PERFECT_MATCH,WAKE|16.03
2686,WAKE|01.07,PERFECT_MATCH,WAKE|01.07
2687,WAKE|01.04,PERFECT_MATCH,WAKE|01.04
2688,WAKE|01.01,PERFECT_MATCH,WAKE|01.01
2689,WAKE|04.14,PERFECT_MATCH,WAKE|04.14
2690,WAKE|04.15,PERFECT_MATCH,WAKE|04.15
2691,WAKE|01.34,PERFECT_MATCH,WAKE|01.34
2692,WAKE|18.05,PERFECT_MATCH,WAKE|18.05
2693,WAKE|18.04,PERFECT_MATCH,WAKE|18.04
2694,WAKE|19.14,PERFECT_MATCH,WAKE|19.14
2695,WAKE|19.11,PERFECT_MATCH,WAKE|19.11
2696,WAKE|16.09,PERFECT_MATCH,WAKE|16.09
2697,WAKE|11.02,PERFECT_MATCH,WAKE|11.02
2698,WAKE|11.01,PERFECT_MATCH,WAKE|11.01
2699,WAKE|09.01,PERFECT_MATCH,WAKE|09.01
2700,WAKE|12.06,PERFECT_MATCH,WAKE|12.06
2701,WAKE|OSLL,COUNTY_LEVEL,OSLL
2702,WAKE|20.08,PERFECT_MATCH,WAKE|20.08
2703,WAKE|01.12,PERFECT_MATCH,WAKE|01.12
2704,WAKE|08.02,PERFECT_MATCH,WAKE|08.02
2705,WAKE|08.07,PERFECT_MATCH,WAKE|08.07
2706,WAKE|08.04,PERFECT_MATCH,WAKE|08.04
2707,WAKE|08.09,PERFECT_MATCH,WAKE|08.09
2708,WAKE|06.08,PERFECT_MATCH,WAKE|06.08
2709,WAKE|04.01,PERFECT_MATCH,WAKE|04.01
2710,WAKE|19.17,PERFECT_MATCH,WAKE|19.17
2711,WAKE|OSWD,COUNTY_LEVEL,OSWD
2712,WAKE|16.07,PERFECT_MATCH,WAKE|16.07
2713,WAKE|17.06,PERFECT_MATCH,WAKE|17.06
2714,WAKE|17.08,PERFECT_MATCH,WAKE|17.08
2715,WAKE|17.09,PERFECT_MATCH,WAKE|17.09
2716,WAKE|04.02,PERFECT_MATCH,WAKE|04.02
2717,WAKE|03.00,PERFECT_MATCH,WAKE|03.00
2718,WAKE|01.14,PERFECT_MATCH,WAKE|01.14
2719,WAKE|01.17,PERFECT_MATCH,WAKE|01.17
2720,WAKE|07.13,PERFECT_MATCH,WAKE|07.13
2721,WAKE|06.07,PERFECT_MATCH,WAKE|06.07
2722,WAKE|16.02,PERFECT_MATCH,WAKE|16.02
2723,WAKE|08.10,PERFECT_MATCH,WAKE|08.10
2724,WAKE|05.07,MERGED,/data/raw/sf-2016/Precincts.shp
2725,WAKE|10.02,PERFECT_MATCH,WAKE|10.02
2726,WAKE|02.02,PERFECT_MATCH,WAKE|02.02
2727,WAKE|02.05,PERFECT_MATCH,WAKE|02.05
2728,WAKE|04.13,PERFECT_MATCH,WAKE|04.13
2729,WAKE|01.37,PERFECT_MATCH,WAKE|01.37
2730,WAKE|01.36,PERFECT_MATCH,WAKE|01.36
2731,WAKE|01.21,PERFECT_MATCH,WAKE|01.21
2732,WAKE|19.09,PERFECT_MATCH,WAKE|19.09
2733,WAKE|20.01,PERFECT_MATCH,WAKE|20.01
2734,WAKE|20.04,PERFECT_MATCH,WAKE|20.04
2735,WAKE|OSAP,COUNTY_LEVEL,OSAP
2736,WAKE|01.48,PERFECT_MATCH,WAKE|01.48
2737,WAKE|01.43,PERFECT_MATCH,WAKE|01.43
2738,WAKE|01.45,PERFECT_MATCH,WAKE|01.45
2739,WAKE|02.06,PERFECT_MATCH,WAKE|02.06
2740,WAKE|10.01,PERFECT_MATCH,WAKE|10.01
2741,WAKE|07.02,PERFECT_MATCH,WAKE|07.02
2742,WAKE|07.11,PERFECT_MATCH,WAKE|07.11
2743,WAKE|07.05,PERFECT_MATCH,WAKE|07.05
2744,WAKE|17.02,PERFECT_MATCH,WAKE|17.02
2745,WAKE|19.05,PERFECT_MATCH,WAKE|19.05
2746,WAKE|20.16,SPLIT,/data/raw/sf-2014/Precincts.shp
2748,WAKE|01.23,PERFECT_MATCH,WAKE|01.23
2749,WAKE|01.07A,PERFECT_MATCH,WAKE|01.07A
2750,WAKE|04.17,PERFECT_MATCH,WAKE|04.17
2751,WAKE|01.22,PERFECT_MATCH,WAKE|01.22
2752,WAKE|01.19,PERFECT_MATCH,WAKE|01.19
2753,WAKE|01.35,PERFECT_MATCH,WAKE|01.35
2754,WAKE|01.25,PERFECT_MATCH,WAKE|01.25
2755,WAKE|01.46,PERFECT_MATCH,WAKE|01.46
2756,WAKE|04.11,PERFECT_MATCH,WAKE|04.11
2757,WAKE|05.08,PERFECT_MATCH,WAKE|05.08
2758,WAKE|20.14,PERFECT_MATCH,WAKE|20.14
2759,WATAUGA|15,PERFECT_MATCH,WATAUGA|15
2760,WATAUGA|OS.DEEP.GAP,COUNTY_LEVEL,OS.DEEP.GAP
2761,WATAUGA|ABSENTEE,COUNTY_LEVEL,ABSENTEE
2762,WATAUGA|TRANSFER,COUNTY_LEVEL,TRANSFER
2763,WATAUGA|04,PERFECT_MATCH,WATAUGA|04
2764,WATAUGA|20,PERFECT_MATCH,WATAUGA|20
2765,WATAUGA|01,PERFECT_MATCH,WATAUGA|01
2766,WATAUGA|16,PERFECT_MATCH,WATAUGA|16
2767,WATAUGA|19,PERFECT_MATCH,WATAUGA|19
2768,WATAUGA|14,PERFECT_MATCH,WATAUGA|14
2769,WATAUGA|OS.BLOWING.ROCK,COUNTY_LEVEL,OS.BLOWING.ROCK
2770,WATAUGA|18,PERFECT_MATCH,WATAUGA|18
2771,WATAUGA|02,PERFECT_MATCH,WATAUGA|02
2772,WATAUGA|05,PERFECT_MATCH,WATAUGA|05
2773,WATAUGA|08,PERFECT_MATCH,WATAUGA|08
2774,WATAUGA|OS.WESTERN.WCC,COUNTY_LEVEL,OS.WESTERN.WCC
2775,WATAUGA|11,PERFECT_MATCH,WATAUGA|11
2776,WATAUGA|OS.ADMIN,COUNTY_LEVEL,OS.ADMIN
2777,WATAUGA|OS.MEAT.CAMP,COUNTY_LEVEL,OS.MEAT.CAMP
2778,WATAUGA|12,PERFECT_MATCH,WATAUGA|12
2779,WATAUGA|17,PERFECT_MATCH,WATAUGA|17
2780,WATAUGA|07,PERFECT_MATCH,WATAUGA|07
2781,WATAUGA|10,PERFECT_MATCH,WATAUGA|10
2782,WATAUGA|OS.ASU.PLEMMONS.SU,COUNTY_LEVEL,OS.ASU.PLEMMONS.SU
2783,WATAUGA|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
2784,WATAUGA|13,PERFECT_MATCH,WATAUGA|13
2785,WATAUGA|09,PERFECT_MATCH,WATAUGA|09
2786,WATAUGA|06,PERFECT_MATCH,WATAUGA|06
2787,WATAUGA|03,PERFECT_MATCH,WATAUGA|03
2788,STANLY|0012,PERFECT_MATCH,STANLY|0012
2789,STANLY|0018,PERFECT_MATCH,STANLY|0018
2790,STANLY|OS.NOR,COUNTY_LEVEL,OS.NOR
2791,STANLY|0022,PERFECT_MATCH,STANLY|0022
2792,STANLY|0020,PERFECT_MATCH,STANLY|0020
2793,STANLY|OS.BOE,COUNTY_LEVEL,OS.BOE
2794,STANLY|0016,PERFECT_MATCH,STANLY|0016
2795,STANLY|ABSENTEE.ADDTNL,COUNTY_LEVEL,ABSENTEE.ADDTNL
2796,STANLY|0014,PERFECT_MATCH,STANLY|0014
2797,STANLY|OS.LOC,COUNTY_LEVEL,OS.LOC
2798,STANLY|0027,PERFECT_MATCH,STANLY|0027
2799,STANLY|0026,PERFECT_MATCH,STANLY|0026
2800,STANLY|0024,PERFECT_MATCH,STANLY|0024
2801,STANLY|0007,PERFECT_MATCH,STANLY|0007
2802,STANLY|ABSENTEE,COUNTY_LEVEL,ABSENTEE
2803,STANLY|0019,PERFECT_MATCH,STANLY|0019
2804,STANLY|0017,PERFECT_MATCH,STANLY|0017
2805,STANLY|0010,PERFECT_MATCH,STANLY|0010
2806,STANLY|0021,PERFECT_MATCH,STANLY|0021
2807,STANLY|0028,PERFECT_MATCH,STANLY|0028
2808,STANLY|0008,PERFECT_MATCH,STANLY|0008
2809,STANLY|0002,PERFECT_MATCH,STANLY|0002
2810,STANLY|OS.NL,COUNTY_LEVEL,OS.NL
2811,SURRY|16,PERFECT_MATCH,SURRY|16
2812,SURRY|19,PERFECT_MATCH,SURRY|19
2813,SURRY|12,PERFECT_MATCH,SURRY|12
2814,SURRY|15,PERFECT_MATCH,SURRY|15
2815,SURRY|17,PERFECT_MATCH,SURRY|17
2816,SURRY|33,PERFECT_MATCH,SURRY|33
2817,SURRY|11,PERFECT_MATCH,SURRY|11
2818,SURRY|08,PERFECT_MATCH,SURRY|08
2819,SURRY|22,PERFECT_MATCH,SURRY|22
2820,SURRY|05,PERFECT_MATCH,SURRY|05
2821,SURRY|02,PERFECT_MATCH,SURRY|02
2822,SURRY|21,PERFECT_MATCH,SURRY|21
2823,SURRY|13,PERFECT_MATCH,SURRY|13
2824,SURRY|18,PERFECT_MATCH,SURRY|18
2825,SURRY|03,PERFECT_MATCH,SURRY|03
2826,SURRY|06,PERFECT_MATCH,SURRY|06
2827,SURRY|09,PERFECT_MATCH,SURRY|09
2828,SURRY|24,PERFECT_MATCH,SURRY|24
2829,SURRY|26,PERFECT_MATCH,SURRY|26
2830,SURRY|23,PERFECT_MATCH,SURRY|23
2831,SURRY|ABSENTEE,COUNTY_LEVEL,ABSENTEE
2832,SURRY|10,PERFECT_MATCH,SURRY|10
2833,SURRY|20,PERFECT_MATCH,SURRY|20
2834,SURRY|01,PERFECT_MATCH,SURRY|01
2835,SURRY|07,PERFECT_MATCH,SURRY|07
2836,SURRY|04,PERFECT_MATCH,SURRY|04
2837,SURRY|25,PERFECT_MATCH,SURRY|25
2838,SURRY|28,PERFECT_MATCH,SURRY|28
2839,SURRY|27,PERFECT_MATCH,SURRY|27
2840,SURRY|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
2841,SURRY|14,PERFECT_MATCH,SURRY|14
2842,VANCE|NH,PERFECT_MATCH,VANCE|NH
2843,VANCE|SCRK,PERFECT_MATCH,VANCE|SCRK
2844,VANCE|WH,PERFECT_MATCH,VANCE|WH
2845,VANCE|CC,PERFECT_MATCH,VANCE|CC
2846,VANCE|NH1,PERFECT_MATCH,VANCE|NH1
2847,VANCE|SH2,PERFECT_MATCH,VANCE|SH2
2848,VANCE|EH1,PERFECT_MATCH,VANCE|EH1
2849,VANCE|HTOP,PERFECT_MATCH,VANCE|HTOP
2850,VANCE|KITT,PERFECT_MATCH,VANCE|KITT
2851,VANCE|SH1,PERFECT_MATCH,VANCE|SH1
2852,VANCE|NV,PERFECT_MATCH,VANCE|NV
2853,VANCE|MIDD,PERFECT_MATCH,VANCE|MIDD
2854,WASHINGTON|SK,PERFECT_MATCH,WASHINGTON|SK
2855,WASHINGTON|P1,PERFECT_MATCH,WASHINGTON|P1
2856,WASHINGTON|P3,PERFECT_MATCH,WASHINGTON|P3
2857,WASHINGTON|P2,PERFECT_MATCH,WASHINGTON|P2
2858,WASHINGTON|LM,PERFECT_MATCH,WASHINGTON|LM
2859,WASHINGTON|SC,PERFECT_MATCH,WASHINGTON|SC
2860,TYRRELL|3,PERFECT_MATCH,TYRRELL|3
2861,TYRRELL|ONE.STOP,COUNTY_LEVEL,ONE.STOP
2862,TYRRELL|2,PERFECT_MATCH,TYRRELL|2
2863,TYRRELL|15,PERFECT_MATCH,TYRRELL|15
2864,TYRRELL|ABSENTEE,COUNTY_LEVEL,ABSENTEE
2865,TYRRELL|1,PERFECT_MATCH,TYRRELL|1
2866,TYRRELL|14,PERFECT_MATCH,TYRRELL|14
2867,TYRRELL|16,PERFECT_MATCH,TYRRELL|16
2868,TYRRELL|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
2869,WARREN|003,PERFECT_MATCH,WARREN|003
2870,WARREN|002,PERFECT_MATCH,WARREN|002
2871,WARREN|010,PERFECT_MATCH,WARREN|010
2872,WARREN|013,PERFECT_MATCH,WARREN|013
2873,WARREN|011,PERFECT_MATCH,WARREN|011
2874,WARREN|001,PERFECT_MATCH,WARREN|001
2875,WARREN|006,PERFECT_MATCH,WARREN|006
2876,WARREN|014,PERFECT_MATCH,WARREN|014
2877,WARREN|008,PERFECT_MATCH,WARREN|008
2878,WARREN|009,PERFECT_MATCH,WARREN|009
2879,WARREN|004,PERFECT_MATCH,WARREN|004
2880,WARREN|005,PERFECT_MATCH,WARREN|005
2881,WARREN|012,PERFECT_MATCH,WARREN|012
2882,WARREN|007,PERFECT_MATCH,WARREN|007
2883,WAYNE|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
2884,WAYNE|17,PERFECT_MATCH,WAYNE|17
2885,WAYNE|15,PERFECT_MATCH,WAYNE|15
2886,WAYNE|12,PERFECT_MATCH,WAYNE|12
2887,WAYNE|01,PERFECT_MATCH,WAYNE|01
2888,WAYNE|20,PERFECT_MATCH,WAYNE|20
2889,WAYNE|ONE.STOP..1,COUNTY_LEVEL,ONE.STOP..1
2890,WAYNE|19,PERFECT_MATCH,WAYNE|19
2891,WAYNE|14,PERFECT_MATCH,WAYNE|14
2892,WAYNE|16,PERFECT_MATCH,WAYNE|16
2893,WAYNE|04,PERFECT_MATCH,WAYNE|04
2894,WAYNE|25,PERFECT_MATCH,WAYNE|25
2895,WAYNE|ONE.STOP..4,COUNTY_LEVEL,ONE.STOP..4
2896,WAYNE|TRANSFER,COUNTY_LEVEL,TRANSFER
2897,WAYNE|ONE.STOP..3,COUNTY_LEVEL,ONE.STOP..3
2898,WAYNE|28,PERFECT_MATCH,WAYNE|28
2899,WAYNE|27,PERFECT_MATCH,WAYNE|27
2900,WAYNE|07,PERFECT_MATCH,WAYNE|07
2901,WAYNE|18,PERFECT_MATCH,WAYNE|18
2902,WAYNE|ABSENTEE,COUNTY_LEVEL,ABSENTEE
2903,WAYNE|13,PERFECT_MATCH,WAYNE|13
2904,WAYNE|30,PERFECT_MATCH,WAYNE|30
2905,WAYNE|23,PERFECT_MATCH,WAYNE|23
2906,WAYNE|24,PERFECT_MATCH,WAYNE|24
2907,WAYNE|26,PERFECT_MATCH,WAYNE|26
2908,WAYNE|09,PERFECT_MATCH,WAYNE|09
2909,WAYNE|06,PERFECT_MATCH,WAYNE|06
2910,WAYNE|03,PERFECT_MATCH,WAYNE|03
2911,WAYNE|10,PERFECT_MATCH,WAYNE|10
2912,WAYNE|ONE.STOP..2,COUNTY_LEVEL,ONE.STOP..2
2913,WAYNE|11,PERFECT_MATCH,WAYNE|11
2914,WAYNE|21,PERFECT_MATCH,WAYNE|21
2915,WAYNE|08,PERFECT_MATCH,WAYNE|08
2916,WAYNE|22,PERFECT_MATCH,WAYNE|22
2917,WAYNE|05,PERFECT_MATCH,WAYNE|05
2918,WAYNE|02,PERFECT_MATCH,WAYNE|02
2919,WAYNE|29,PERFECT_MATCH,WAYNE|29
2920,WILKES|105,PERFECT_MATCH,WILKES|105
2921,WILKES|104,PERFECT_MATCH,WILKES|104
2922,WILKES|102,PERFECT_MATCH,WILKES|102
2923,WILKES|108,PERFECT_MATCH,WILKES|108
2924,WILKES|109,PERFECT_MATCH,WILKES|109
2925,WILKES|123,PERFECT_MATCH,WILKES|123
2926,WILKES|128,PERFECT_MATCH,WILKES|128
2927,WILKES|118,PERFECT_MATCH,WILKES|118
2928,WILKES|114,PERFECT_MATCH,WILKES|114
2929,WILKES|112,PERFECT_MATCH,WILKES|112
2930,WILKES|TRANSFER,COUNTY_LEVEL,TRANSFER
2931,WILKES|OS.MILLER.CRK,COUNTY_LEVEL,OS.MILLER.CRK
2932,WILKES|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
2933,WILKES|117,PERFECT_MATCH,WILKES|117
2934,WILKES|106,PERFECT_MATCH,WILKES|106
2935,WILKES|124,PERFECT_MATCH,WILKES|124
2936,WILKES|OS.PLEASANT.HILL,COUNTY_LEVEL,OS.PLEASANT.HILL
2937,WILKES|129,PERFECT_MATCH,WILKES|129
2938,WILKES|126,PERFECT_MATCH,WILKES|126
2939,WILKES|120,PERFECT_MATCH,WILKES|120
2940,WILKES|OS.OFFICE,COUNTY_LEVEL,OS.OFFICE
2941,WILKES|ABSENTEE,COUNTY_LEVEL,ABSENTEE
2942,WILKES|113,PERFECT_MATCH,WILKES|113
2943,WILKES|111,PERFECT_MATCH,WILKES|111
2944,WILKES|103,PERFECT_MATCH,WILKES|103
2945,WILKES|127,PERFECT_MATCH,WILKES|127
2946,WILKES|121,PERFECT_MATCH,WILKES|121
2947,WILKES|107,PERFECT_MATCH,WILKES|107
2948,WILKES|OS.MTN.VIEW,COUNTY_LEVEL,OS.MTN.VIEW
2949,WILKES|122,PERFECT_MATCH,WILKES|122
2950,WILKES|125,PERFECT_MATCH,WILKES|125
2951,WILKES|101,PERFECT_MATCH,WILKES|101
2952,WILKES|115A,PERFECT_MATCH,WILKES|115A
2953,WILKES|OS.MULBERRY,COUNTY_LEVEL,OS.MULBERRY
2954,WILKES|119,PERFECT_MATCH,WILKES|119
2955,WILKES|110,PERFECT_MATCH,WILKES|110
2956,YADKIN|SKNB,PERFECT_MATCH,YADKIN|SKNB
2957,YADKIN|EBND,PERFECT_MATCH,YADKIN|EBND
2958,YADKIN|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
2959,YADKIN|NFAL,PERFECT_MATCH,YADKIN|NFAL
2960,YADKIN|SFAL,PERFECT_MATCH,YADKIN|SFAL
2961,YADKIN|ABSENTEE,COUNTY_LEVEL,ABSENTEE
2962,YADKIN|ONE.STOP,COUNTY_LEVEL,ONE.STOP
2963,YADKIN|BNVL,PERFECT_MATCH,YADKIN|BNVL
2964,YADKIN|DCRK,PERFECT_MATCH,YADKIN|DCRK
2965,YADKIN|NLIB,PERFECT_MATCH,YADKIN|NLIB
2966,YADKIN|SLIB,PERFECT_MATCH,YADKIN|SLIB
2967,YADKIN|NKNB,PERFECT_MATCH,YADKIN|NKNB
2968,YADKIN|FBSH,PERFECT_MATCH,YADKIN|FBSH
2969,YADKIN|NBCK,PERFECT_MATCH,YADKIN|NBCK
2970,YADKIN|SBCK,PERFECT_MATCH,YADKIN|SBCK
2971,WILSON|PRWE,PERFECT_MATCH,WILSON|PRWE
2972,WILSON|ABSENTEE,COUNTY_LEVEL,ABSENTEE
2973,WILSON|PRGA,PERFECT_MATCH,WILSON|PRGA
2974,WILSON|PRSP,PERFECT_MATCH,WILSON|PRSP
2975,WILSON|OS.HD.200,COUNTY_LEVEL,OS.HD.200
2976,WILSON|PRWJ,PERFECT_MATCH,WILSON|PRWJ
2977,WILSON|PRWL,PERFECT_MATCH,WILSON|PRWL
2978,WILSON|PRWQ,PERFECT_MATCH,WILSON|PRWQ
2979,WILSON|PRWC,PERFECT_MATCH,WILSON|PRWC
2980,WILSON|PRWM,PERFECT_MATCH,WILSON|PRWM
2981,WILSON|PRWH,PERFECT_MATCH,WILSON|PRWH
2982,WILSON|OS.CO.200,COUNTY_LEVEL,OS.CO.200
2983,WILSON|PRWA,PERFECT_MATCH,WILSON|PRWA
2984,WILSON|PRSA,PERFECT_MATCH,WILSON|PRSA
2985,WILSON|PRCR,PERFECT_MATCH,WILSON|PRCR
2986,WILSON|PRST,PERFECT_MATCH,WILSON|PRST
2987,WILSON|PRWP,PERFECT_MATCH,WILSON|PRWP
2988,WILSON|PRWN,PERFECT_MATCH,WILSON|PRWN
2989,WILSON|PRWK,PERFECT_MATCH,WILSON|PRWK
2990,WILSON|PRWB,PERFECT_MATCH,WILSON|PRWB
2991,WILSON|PRWI,PERFECT_MATCH,WILSON|PRWI
2992,WILSON|PRWD,PERFECT_MATCH,WILSON|PRWD
2993,WILSON|PROVISIONAL,COUNTY_LEVEL,PROVISIONAL
2994,WILSON|OS.BOE.200,COUNTY_LEVEL,OS.BOE.200
2995,WILSON|PRTO,PERFECT_MATCH,WILSON|PRTO
2996,WILSON|PRBL,PERFECT_MATCH,WILSON|PRBL
2997,WILSON|PRTA,PERFECT_MATCH,WILSON|PRTA
2998,WILSON|PROL,PERFECT_MATCH,WILSON|PROL
2999,WILSON|PRWR,PERFECT_MATCH,WILSON|PRWR
3000,YANCEY|11.PRI,PERFECT_MATCH,YANCEY|11.PRI
3001,YANCEY|04.RAM,PERFECT_MATCH,YANCEY|04.RAM
3002,YANCEY|02.CAN,PERFECT_MATCH,YANCEY|02.CAN
3003,YANCEY|08.CRA,PERFECT_MATCH,YANCEY|08.CRA
3004,YANCEY|03.EGY,PERFECT_MATCH,YANCEY|03.EGY
3005,YANCEY|01.BUR,PERFECT_MATCH,YANCEY|01.BUR
3006,YANCEY|05.GRE,PERFECT_MATCH,YANCEY|05.GRE
3007,YANCEY|10.PEN,PERFECT_MATCH,YANCEY|10.PEN
3008,YANCEY|06.JAC,PERFECT_MATCH,YANCEY|06.JAC
3009,YANCEY|07.BRU,PERFECT_MATCH,YANCEY|07.BRU
3010,YANCEY|09.SOU,PERFECT_MATCH,YANCEY|09.SOU
